hyper_lambda_team_interval___0,hyper_lambda_coeff_interval___0,attaque__0,attaque__1,attaque__2,attaque__3,attaque__4,attaque__5,attaque__6,attaque__7,attaque__8,attaque__9,attaque__10,attaque__11,attaque__12,attaque__13,attaque__14,attaque__15,attaque__16,attaque__17,attaque__18,attaque__19,attaque__20,attaque__21,attaque__22,attaque__23,attaque__24,attaque__25,attaque__26,attaque__27,attaque__28,attaque__29,attaque__30,attaque__31,attaque__32,attaque__33,defense__0,defense__1,defense__2,defense__3,defense__4,defense__5,defense__6,defense__7,defense__8,defense__9,defense__10,defense__11,defense__12,defense__13,defense__14,defense__15,defense__16,defense__17,defense__18,defense__19,defense__20,defense__21,defense__22,defense__23,defense__24,defense__25,defense__26,defense__27,defense__28,defense__29,defense__30,defense__31,defense__32,defense__33,coeff_home__0,coeff_recup__0,coeff_dynamique__0,coeff_perf__0,intercept__0,hyper_lambda_team__0,hyper_lambda_coeff__0
1.23058209817,1.25524879971,-0.204845300748,3.010134393,0.705210663982,-2.51054459382,-1.15328452833,-0.969395010875,-0.531933989485,2.61674371647,2.78777360387,-0.551935239323,-0.111173969541,2.28666973788,0.227175550028,-0.106128874104,-0.595741582714,0.806255974701,-1.88221673086,2.55103289797,-0.929244590006,-1.73230108804,-0.36447382729,-2.45934849961,-0.491424933455,0.226483764265,-0.0149512683247,-0.675074401269,-0.455778822019,-1.00083824818,-0.129406388591,0.828288447649,-0.0496440110642,1.05608532488,0.183583648391,0.0647791709581,-0.454227340108,0.566340256463,-1.2564105809,-1.41271228063,0.426749694078,0.013205375257,-2.02722371602,2.29245995132,3.44236866553,-0.303320158032,-1.70650262227,1.87581237108,0.753360919165,-0.539795030468,0.140504101586,-0.0237100415245,-0.280918384268,1.07748248707,-0.357624272913,0.54152857073,-1.85500893606,0.101705349893,-1.93381773176,-2.43618937616,-1.66932053244,-0.23441743614,-0.0765514603806,-0.738197867888,-0.733845646212,0.218526240314,0.533693040538,-0.0199913944931,0.512577585009,-0.414973005594,0.298028297618,0.00803975775592,0.0419005825447,0.116857050984,0.0994963649519,3.86960219412,3.89103565462
1.23058209817,1.25524879971,-0.204845300748,3.010134393,0.705210663982,-2.51054459382,-1.15328452833,-0.969395010875,-0.531933989485,2.61674371647,2.78777360387,-0.551935239323,-0.111173969541,2.28666973788,0.227175550028,-0.106128874104,-0.595741582714,0.806255974701,-1.88221673086,2.55103289797,-0.929244590006,-1.73230108804,-0.36447382729,-2.45934849961,-0.491424933455,0.226483764265,-0.0149512683247,-0.675074401269,-0.455778822019,-1.00083824818,-0.129406388591,0.828288447649,-0.0496440110642,1.05608532488,0.183583648391,0.0647791709581,-0.454227340108,0.566340256463,-1.2564105809,-1.41271228063,0.426749694078,0.013205375257,-2.02722371602,2.29245995132,3.44236866553,-0.303320158032,-1.70650262227,1.87581237108,0.753360919165,-0.539795030468,0.140504101586,-0.0237100415245,-0.280918384268,1.07748248707,-0.357624272913,0.54152857073,-1.85500893606,0.101705349893,-1.93381773176,-2.43618937616,-1.66932053244,-0.23441743614,-0.0765514603806,-0.738197867888,-0.733845646212,0.218526240314,0.533693040538,-0.0199913944931,0.512577585009,-0.414973005594,0.298028297618,0.00803975775592,0.0419005825447,0.116857050984,0.0994963649519,3.86960219412,3.89103565462
1.25794106969,1.54609591453,-0.138159452004,2.89796405271,0.510826280989,-2.51803247112,-1.25037238122,-0.817936083114,-0.443883955219,2.59151431264,2.94574404404,-0.530875942752,-0.0271428137915,2.23866706433,0.380000853302,-0.213176706344,-0.608009174945,0.566482735364,-1.84163169016,2.50037057404,-0.80579930517,-1.70260766346,-0.322883653157,-2.60328531957,-0.576572326282,0.30444437439,-0.104152835405,-0.3923565811,-0.544836114173,-0.982809386085,-0.0238958153313,0.731835544059,0.0149699610873,1.25824740357,0.0578538639919,0.0692569533993,-0.420269153074,0.51382886076,-1.09102168011,-1.37924775439,0.474260525671,-0.0983638117267,-1.94599875751,2.16769518899,3.35833083099,-0.394661645075,-1.64093607983,1.86157754947,0.925358010876,-0.68496752728,0.111762602969,-0.0275022137263,-0.268883488257,1.10074686541,-0.314529327657,0.63168876659,-1.96396319749,0.19829782669,-1.79570414793,-2.43986133903,-1.50493716659,-0.200594686391,0.0519593480781,-0.727221824514,-0.649998619432,0.319080464936,0.509556711901,-0.107303984532,0.525001998673,-0.376069555883,0.29613299459,0.00351788586222,0.0240074875071,0.129895978084,0.074814598629,3.8933573539,4.12174572576
-2.05441092204,-1.48920485654,1.46803237865,2.67721330722,-1.16356471476,-1.36503228012,-0.0816143511878,0.196445539777,-1.31447281901,3.0370436519,3.72248387993,0.292033507219,-0.624084791367,0.937928172008,1.70855509602,0.13912042863,-0.163690821903,-0.178758093602,-1.24082884218,2.27645717101,-1.1872203544,-0.383358080569,-1.38959226779,-1.17373631151,0.320940778166,0.141241206185,-0.838011507323,-0.928969882836,0.296730096031,-0.718631556926,0.824814825657,-0.550623323612,-0.0688061681574,-1.37206009745,0.0555370255839,-0.4930719238,2.072523571,0.892332706506,-0.585651786108,0.857149555316,-0.63411226098,-1.00715016471,-1.76054075468,1.8272937276,3.09979284661,0.28730008358,-0.814549219668,1.71832956253,1.22763566052,-0.991460814741,0.970162380261,-0.887761233631,0.767534361033,1.6396984,-1.53682569843,-1.38860152925,-1.18591006774,-0.55575367908,-2.64231040631,-1.30623751826,-0.0730777699394,0.869087619157,-1.01936022062,-0.543897254596,0.701756398141,-0.291828457913,-0.435718071311,0.166657551939,-2.81417402757,1.27266067669,0.305529654739,0.0123521463713,-0.0149109660508,0.160579616539,0.0565471078768,0.568037201668,0.920205520483
-2.25983068115,2.61898590137,0.21719455465,3.71129359708,-1.04614898477,-1.68284081124,-0.71816933707,-1.12847505287,-1.71341833886,3.26090179928,4.16235711352,-0.314301284628,-0.306422715356,2.26318458167,2.07997479431,0.408617125856,-0.177844852842,0.81139466732,-1.6094172799,3.76715394673,-1.57490462599,-1.12329761351,0.202048347657,-2.1787346678,-0.115086168136,-0.0705445660213,-0.774296834365,0.458938040125,-0.687253753558,-1.2758241269,0.457642787848,-0.0496147988103,0.248882767743,-0.0453384467668,-1.22737567889,0.859281062929,1.09360303608,1.6526183517,-1.12945556117,-0.330396669193,0.629771621999,0.450760645961,-2.4648072301,2.48382146393,2.75975963814,0.430310886837,-0.63145057076,1.94250484107,1.5150839811,-1.06087353718,1.72860340932,-0.221276203487,0.722148982261,1.58441771399,-0.847196483356,-0.417909782839,-2.46470338965,-0.672984932676,-1.31461207062,-2.87424490825,-1.50636623275,0.60859220596,-1.43737802023,-2.34382881568,-0.118081826949,-0.230921307445,1.03282369819,-1.03636018695,-2.26192533508,1.14228000309,0.305868923303,0.0137070987498,0.0226995436268,0.124689376087,0.0920507253097,0.472524285972,4.66036764732
-1.24132454418,2.14314123255,1.31590478129,2.75577427353,0.589487711064,-1.53499448123,-0.520990653681,-0.251013889196,-2.02859391527,3.11739407477,3.40572021194,0.151464960149,-0.218434243801,1.51616605396,0.895511335543,-0.401944752199,-0.323444937155,0.148736739762,-0.835097500652,1.82069790902,-0.310156138514,-0.919055242433,-1.47866404321,0.146248238338,-0.494593499062,0.290157002865,-0.121351729241,-0.528229405398,0.292074345112,1.76104394109,0.0324930123862,-0.673213412991,1.25078700932,-0.205460081998,1.04267383122,0.642903792228,1.76556353387,0.946586413308,-0.858729654792,0.213150775161,-0.262979380008,-1.38614871224,-0.571085616691,3.01016316983,3.56492416926,-0.227142338198,-1.27490561352,2.14975559876,0.858455744114,-0.355301324299,0.286183144703,-0.553790652325,0.325667164749,2.2655417201,-0.986844052366,-0.330972598783,-0.48236873338,0.91547805599,-0.905822543766,-2.45226159133,-0.271192763953,-0.251611640123,0.273907428742,-1.09986252531,-0.408369150896,1.42296546917,1.94344920429,-0.581218262822,1.37607930129,-0.671051838977,0.31527984289,-0.00145427831224,0.00207591255052,0.158520500558,0.0904621542368,1.121027569,4.47513054722
-0.9220646111,-0.841375646478,0.24501207288,2.44568020824,-0.38881598539,-1.01396951678,-0.407153258045,-0.31574474246,-0.733935101128,2.55208668397,3.34602373321,-0.267648568199,-0.30425312248,1.81528489126,1.17546781028,0.515964265927,-0.0466870171478,0.893641254466,-1.51929803499,2.01036118144,-1.33683791245,-1.22978135212,-0.544255812931,-2.44661267998,-0.0632324225686,1.09981091567,-1.65930794074,0.394820542079,-0.676314243824,-1.18429215499,-0.0224100652871,1.85195979135,-0.517176575663,-0.0523763699395,1.04227262646,-0.76357629667,1.01045949654,1.88085587774,-0.716355374681,0.249855622172,0.810586042244,0.584013378375,-1.57157038035,2.23247013229,2.86048276285,0.167092657418,0.252151866973,2.09396333495,1.99092342419,-0.290666010667,2.23914156385,0.42117505086,0.946526372411,1.95390962269,0.0391919146516,-0.139067700244,-1.0715749423,0.185197115338,-2.65358794994,-0.389358545852,-0.397925465343,1.35285793604,-0.820378514939,-0.482750997956,-0.112424040428,-1.51397678261,-1.29407316465,1.28815494016,2.15782190629,0.255287833977,0.307676164931,0.0129212716144,0.0215980021012,0.156674145633,0.174145084995,1.42268701198,1.50622568037
-0.914404729481,1.7363519766,0.843577966341,2.53582270611,0.324834076012,-1.74371016501,-0.347585378703,0.32200268804,-0.834677362347,2.40607078549,3.81478295119,-0.415333221189,0.00899099373663,1.54050308693,1.5162481721,-0.145698947247,0.16926372208,0.0318241996842,-0.402432169776,2.23205980805,-0.188742428861,-0.551092964491,-0.419866284416,0.463942911758,-1.42166779814,-0.0254294013463,0.00936232702274,-0.326852963732,-0.286807946407,0.651952799222,0.957894712262,-1.61585312903,-0.0523627914585,3.56655295039,-0.834663110154,0.147322593829,2.24432683637,1.24765720245,-0.635643932343,-0.0885221776647,1.16741496305,0.407307529744,-0.769733156152,3.78679374602,3.37465419368,0.644700164941,0.718257532568,2.69782078469,2.14758025247,0.336009049389,1.12131453798,0.480950959586,1.03642634355,2.96061282247,0.506064162398,0.111329265661,-0.793233781735,0.364217299899,-0.178359868238,-1.15106970789,-0.00369921718937,0.296458449477,0.041273999948,-0.064232639504,-0.411554051818,1.28622788549,-0.228908534783,-1.07635194502,-0.179043842367,-0.0461781751411,0.328524805406,0.00356346295961,-0.00883184764622,0.190707636232,0.173444580198,1.43049669832,4.25111552837
-0.178190354051,-0.0660822253085,1.05513180576,2.3496339221,-0.315715440661,-2.38694753963,-0.692393809086,-0.527244802877,-0.881004023589,2.46841876986,3.14437443243,-0.536768435592,-0.0083044423987,1.38011483503,1.25821383357,-0.160015760873,-0.345599966678,0.169242051695,-1.60833354234,1.72309503375,-0.900578596103,-1.81642630115,-1.34848591392,-2.01376372048,0.91901044291,0.804318202337,-1.10296519525,-0.215492591083,-0.0437488768058,-0.182894675079,0.816565580311,2.04207167478,0.300254770932,1.44156612448,0.877512507521,0.514289026343,0.787043242641,0.107331987021,-1.51767255404,-0.643721282156,0.330271927111,-0.384196201484,-0.677902018572,1.84787127143,2.98547774937,-0.0912233644307,-0.264147469279,2.24524262401,0.679150734451,-0.579064491424,-0.0723765502502,-0.424517883349,0.260603301204,1.34913107161,-0.430284036502,-1.08944385457,-1.90733388353,0.268391869735,-3.45148159472,-1.72290361926,-0.969878452257,0.789233432093,-0.722227365658,-1.84873276095,-0.479586394074,-1.86551443213,0.472950302562,1.03341090943,0.238171457926,-0.00136674012634,0.353743630479,0.0025839749387,-0.00446793462134,0.183165986322,0.0411264122629,2.27784955303,2.41742726481
-2.09769750353,0.386726514814,1.19303386005,2.84042436068,-0.239302915148,-2.91081668814,-0.385154248028,-0.350359266097,-1.24303386007,2.81803268498,3.19946253052,-0.572503180204,0.154586996204,1.91060172463,1.63007855769,0.231506556411,0.101225085245,0.766069393148,-0.833534102881,2.80523076858,-0.913390870578,-1.13561579381,-0.372494533057,-1.82897414383,-0.598871868801,1.24064260021,-0.564973380292,0.216641974545,0.49135004589,-0.725519568056,0.233860699492,3.85772096642,-0.618732031717,1.91593573008,-0.77936599423,0.907903627338,1.3059983309,1.33818166694,-1.04122160167,-0.316069857734,0.0149370654299,-1.17423730348,-1.68845180114,2.42206854598,3.46499289274,0.050920031194,-1.38073904569,0.67708082463,0.352831762061,-0.609113444968,0.944241501892,-0.389794527627,0.725538686702,2.29305140012,-1.75932863429,-0.797580841832,-0.688148059435,-0.239157015708,-2.24869980028,-2.18892801225,-0.694561936636,1.16161316898,-1.56154699307,-1.4626784231,-0.880130925634,-2.36414192338,-0.0177375028392,0.246719349301,0.431510088071,-1.38939383335,0.263382279579,0.0119256147313,-0.0150202163122,0.152507858537,0.0727446481215,0.546604065828,2.97747213318
